Title,ID
65. Bhagavad Gita I Chapter 5 Verses 13-15 I Swami Sarvapriyananda,ONJuh0lXFmA&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=65
66. Bhagavad Gita I Chapter 5 Verses 16-17 I Swami Sarvapriyananda,li6jwUCoP9s&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=66
67. Bhagavad Gita I Chapter 5 Verses 18-19 I Swami Sarvapriyananda,6rJ4XzYJQlo&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=67
68. Bhagavad Gita I Chapter 5 Verses 20-21 I Swami Sarvapriyananda,8pZOMJXO8Q0&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=68
69. Bhagavad Gita I Chapter 5 Verse 22-23 I Swami Sarvapriyananda,QvFiYM7cUXU&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=69
70. Bhagavad Gita I Chapter 5 Verse 24-29 I Swami Sarvapriyananda,qtsXFE-hxNw&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=70
71. Bhagavad Gita I Chapter 5 Summary I Swami Sarvapriyananda,ClwRP6rPIOw&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=71
72. Bhagavad Gita I Chapter 6 Verse 1 I Swami Sarvapriyananda,cNh3F9PgXko&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=72
73. Bhagavad Gita I Chapter 6 Verse 2 I Swami Sarvapriyananda,qqzpHaKEDag&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=73
74. Bhagavad Gita I Chapter 6 Verses 3-4 I Swami Sarvapriyananda,HEz01c84snk&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=74
75. Bhagavad Gita I Chapter 6 Verses 5-6 I Swami Sarvapriyananda,GHkaG-_5pVQ&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=75
76. Bhagavad Gita I Chapter 6 Verse 7 I Swami Sarvapriyananda,6QMoQ0v3Eic&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=76
77. Bhagavad Gita I Chapter 6 Verses 8-9 I Swami Sarvapriyananda,Xr3XVlgZXmw&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=77
78 Bhagavad Gita I Chapter 6 Verses 10-14 I Swami Sarvapriyananda,OnT09RBUXFI&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=78
79 Bhagavad Gita I Chapter 6 Verse 15 I Swami Sarvapriyananda,exAcdd7ZuFg&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=79
80 Bhagavad Gita I Chapter 6 Verses 16-19 I Swami Sarvapriyananda,Wv0L3PgySVI&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=80
81. Bhagavad Gita I Chapter 6 Verses 20-21 I Swami Sarvapriyananda,28VJr6TSkYo&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=81
82. Bhagavad Gita I Chapter 6 Verses 22-23 I Swami Sarvapriyananda,x7iug41bo9w&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=82
83. Bhagavad Gita I Chapter 6 Verses 24-25 I Swami Sarvapriyananda,S4k9rY3jXGE&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=83
84. Bhagavad Gita I Chapter 6 Verses 26-27 I Swami Sarvapriyananda,TicT8RJl7L8&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=84
85. Bhagavad Gita I Chapter 6 Verses 28-29 I Swami Sarvapriyananda,xcMFi775kCI&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=85
86. Bhagavad Gita I Chapter 6 Verses 30-32 I Swami Sarvapriyananda,rtYY02rgtFA&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=86
87. Bhagavad Gita I Chapter 6 Verses 33-35 I Swami Sarvapriyananda,sp0cM74Ueus&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=87
88. Bhagavad Gita I Chapter 6 Verses 36-42 I Swami Sarvapriyananda,T_NoFSZmj34&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=88
89. Bhagavad Gita I Chapter 6 Verses 43-47 and Chapter 6 Summary I Swami Sarvapriyananda,sfUg31pTnEg&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=89
90. Bhagavad Gita I Chapter 7 Verses 1-2 I Swami Sarvapriyananda,ONQCL3a7REs&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=93
91. Bhagavad Gita I Chapter 7 Verses 3-5 I Swami Sarvapriyananda,2tIyURemafc&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=92
92. Bhagavad Gita I Chapter 7 Verses 6-7 I Swami Sarvapriyananda,X730JLmDiTg&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=91
93. Bhagavad Gita I Chapter 7 Verses 8-12 I Swami Sarvapriyananda,YcUg1rsnmi0&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=90
94. Bhagavad Gita I Chapter 7 Verses 13 -16 I Swami Sarvapriyananda,vSwDnH_Ktm0&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=94
95. Bhagavad Gita I Chapter 7 Verses 17 -19 I Swami Sarvapriyananda,MFIuzrkn-WY&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=95
96. Bhagavad Gita | Chapter 7 Verses 20-23 | Swami Sarvapriyananda,0R-yNnUKSHY&list=PL2imXor63HtS4ewIKryBL4ZVeiaH8Ij4R&index=96
